case,clean_fit_mse,final_error_percent,model,omega,run_idx,s_r,test_rel_rmse_percent,train_rel_rmse_percent,used_fit_mse
full_cover,0.0005630166229009111,4.681679016722374,B_weak_phys001_res020,0.01,8,0.2,18.685718377432032,2.963261892382811,0.0006493209020573607
full_cover,0.0009297942306301257,8.115542131583833,B_weak_phys001_res020,0.01,9,0.2,19.99394736762624,3.5208107628213887,0.0010611251811746569
full_cover,0.0004835793076129613,15.43786534136287,B_weak_phys001_res020,0.01,10,0.2,23.757341606162854,2.5635834218759865,0.000821322076115839
full_cover,0.0005039822458168953,16.69502078776554,B_weak_phys001_res020,0.01,11,0.2,25.34681970256601,2.8229991355981823,0.0006383521580204768
full_cover,0.0005448336942859488,10.054828839177233,B_weak_phys001_res020,0.01,12,0.2,21.692766697040643,2.511080705361257,0.000532234833918129
full_cover,0.0009358214917067068,10.551272535616848,B_weak_phys001_res020,0.01,13,0.2,12.188310350021808,3.559680932825287,0.0012158757404002087
full_cover,0.0004274639188519215,12.813775073371174,B_weak_phys001_res020,0.01,14,0.2,23.161381081674477,2.593266278855641,0.0005755298540793981
full_cover,0.0008606173188552127,38.00133683003837,B_weak_phys001_res020,0.01,15,0.2,34.1715122966486,3.4304337466562815,0.0008822145391994791
full_cover,0.0009866199862423322,38.74186982530405,B_weak_phys001_res020,0.01,16,0.2,33.7399469925087,3.3517798452164875,0.000962718921268022
full_cover,0.0006044902463072115,23.382213763592805,B_weak_phys001_res020,0.01,17,0.2,25.496894672520327,2.8578174826781613,0.0008721316643173672
full_cover,0.0007222790849857167,4.093897291640257,B_weak_phys001_res020,0.01,18,0.2,17.817961484579364,3.167346329992473,0.0011791184584706092
full_cover,0.0007976051901238396,47.974886968492754,B_weak_phys001_res020,0.01,19,0.2,45.66244441465037,3.1798347748845956,0.0007607685468996808
full_cover,0.0011605679897904917,12.9242576851911,C_balanced_phys010_res005,0.1,0,0.05,18.002587682772138,3.887471829114371,0.0014243427476361807
full_cover,0.0014142527359437059,21.141544654967785,C_balanced_phys010_res005,0.1,1,0.05,22.852416695193384,4.33918312144157,0.00136922178714473
full_cover,0.0009367468487157032,9.06089900140589,C_balanced_phys010_res005,0.1,2,0.05,20.72947788474965,3.0931758985123325,0.000686932514805402
full_cover,0.000887594576434135,21.95686893455667,C_balanced_phys010_res005,0.1,3,0.05,26.700438411867815,3.181420410644436,0.0011291973567753234
full_cover,0.0007942276376287699,8.47903273741792,C_balanced_phys010_res005,0.1,4,0.05,19.993041193041552,2.970397504025737,0.0006378250467285321
full_cover,0.0010579570368230203,24.682680313251225,C_balanced_phys010_res005,0.1,5,0.05,28.52218133149464,3.600888954080635,0.0008982386302866334
full_cover,0.0009653964883561709,18.698765337854752,C_balanced_phys010_res005,0.1,6,0.05,19.805859556964485,3.5228007260748493,0.000680769640999689
full_cover,0.0007427048970695657,18.797822422722202,C_balanced_phys010_res005,0.1,7,0.05,23.331746700454875,3.302297272397725,0.0010738584969409598
full_cover,0.0007367398756490138,3.266609715908522,C_balanced_phys010_res005,0.1,8,0.05,16.209121817190074,3.251957821119362,0.0008221106336462602
full_cover,0.0012378228053882038,27.93387564419984,C_balanced_phys010_res005,0.1,9,0.05,27.396593014794217,4.034039129033307,0.0013387588601399855
full_cover,0.0005628083372813278,16.4771498053134,C_balanced_phys010_res005,0.1,10,0.05,24.62905369721016,2.7095828049393034,0.0009154023887562906
full_cover,0.0004960534785346178,20.81575580606521,C_balanced_phys010_res005,0.1,11,0.05,23.785804624501633,2.637191233352002,0.0006602301155376215
full_cover,0.0006295090276042622,18.162750102375547,C_balanced_phys010_res005,0.1,12,0.05,25.340359474711843,2.725417081316672,0.0006138044202967927
full_cover,0.0014595549668460323,-20.158847871336274,C_balanced_phys010_res005,0.1,13,0.05,16.606338061688426,4.874932151451556,0.0018843094765727607
full_cover,0.0006310295425384812,14.091630496917281,C_balanced_phys010_res005,0.1,14,0.05,22.659120884773504,2.9410288443410595,0.000801297800500198
full_cover,0.0010579810126982322,26.229941554431917,C_balanced_phys010_res005,0.1,15,0.05,24.753679642561526,3.72123137555339,0.0010802417506145326
full_cover,0.0009136144975742475,20.20061403925114,C_balanced_phys010_res005,0.1,16,0.05,17.067907935878054,3.3466510058849424,0.0008883912139848185
full_cover,0.0006787602337571118,31.09897826445517,C_balanced_phys010_res005,0.1,17,0.05,26.2941030855196,3.0030127940389817,0.0009671409083438527
full_cover,0.001090853046508894,12.719549637844954,C_balanced_phys010_res005,0.1,18,0.05,16.4929429795482,3.862837878280757,0.0015665797185283868
full_cover,0.0010783981655567956,50.21675571608092,C_balanced_phys010_res005,0.1,19,0.05,38.801971670389754,3.7463003769063885,0.0010184714126411176
full_cover,0.0026393684071060334,-16.43005558572772,D_strong_phys050_res002,0.5,0,0.02,22.20979546238199,7.013818475335403,0.002515005121528995
full_cover,0.0030964769065782126,-9.314847974593283,D_strong_phys050_res002,0.5,1,0.02,19.703503188516088,7.481585045747434,0.002748944625066909
full_cover,0.0020247904569390615,-48.21995447666676,D_strong_phys050_res002,0.5,2,0.02,33.62497880316281,5.520877744464183,0.001515303411656081
full_cover,0.0021914512698262374,-3.348505641663897,D_strong_phys050_res002,0.5,3,0.02,16.444246729260804,6.00247971273785,0.0023029586470724854
full_cover,0.0014071824928274972,-18.18588026568095,D_strong_phys050_res002,0.5,4,0.02,22.536843850073012,4.9269477063754765,0.0013781924526226554
full_cover,0.0023000488998347847,-0.8299091420798584,D_strong_phys050_res002,0.5,5,0.02,16.479090903509626,6.425903371340949,0.0019697188121548816
full_cover,0.0018360258446272599,-21.024259145979663,D_strong_phys050_res002,0.5,6,0.02,22.340276312240302,5.443657956139685,0.0014822505084834156
full_cover,0.0018880879885178146,-5.354227527699263,D_strong_phys050_res002,0.5,7,0.02,16.447535998652576,5.960267540029795,0.002153308015088955
full_cover,0.0016565152184931757,-9.929873914197117,D_strong_phys050_res002,0.5,8,0.02,15.829921166295858,5.053366101067472,0.0017542052264388325
full_cover,0.0024716020376471743,-54.38250810373433,D_strong_phys050_res002,0.5,9,0.02,38.68312156422885,6.871008963343874,0.0025049541450705127
full_cover,0.001954256398046952,-6.513881283200494,D_strong_phys050_res002,0.5,10,0.02,17.232785472421558,5.986247373065304,0.0023119832237991694
full_cover,0.0012728949825733624,-5.834794622964514,D_strong_phys050_res002,0.5,11,0.02,15.521907332658868,4.806466923835092,0.0015407263210799314
full_cover,0.0015021082469863375,-9.557828641549953,D_strong_phys050_res002,0.5,12,0.02,16.806922919357376,4.949967517004959,0.0014688380153235943
full_cover,0.0022149833356052834,-6.979581128694861,D_strong_phys050_res002,0.5,13,0.02,15.996594059991276,6.149486848089851,0.002722281413979355
full_cover,0.0016551748109532726,-5.513920157124767,D_strong_phys050_res002,0.5,14,0.02,15.261838275274437,5.601337196042488,0.0018264571106776934
full_cover,0.002261276407784266,-8.511685552079078,D_strong_phys050_res002,0.5,15,0.02,15.798244570947388,6.1946256159829325,0.00229383545681094
full_cover,0.0018475168558322534,-13.185718880299454,D_strong_phys050_res002,0.5,16,0.02,19.47254622701049,5.793610503414773,0.0017477229976125392
full_cover,0.0016266673833509094,-11.501607790226043,D_strong_phys050_res002,0.5,17,0.02,18.13001026514897,5.755516939322187,0.0020724555480402815
full_cover,0.0017498551839389964,-7.587698802545389,D_strong_phys050_res002,0.5,18,0.02,13.994230707451269,5.169699260561769,0.0021451358890336412
full_cover,0.0027520326402575793,-11.842776837973403,D_strong_phys050_res002,0.5,19,0.02,20.639495304176368,7.109016795772705,0.0024548756948912886
narrow_centered,0.0005138355288311504,7.903979449844623,A_current_phys005_res010,0.05,0,0.1,13.04452491346923,2.1056487769714387,0.0009766802871179622
narrow_centered,0.0006401254913310563,-3.4347656905256296,A_current_phys005_res010,0.05,1,0.1,9.67028852670914,2.078541937440349,0.0006943797026320762
narrow_centered,0.0006586797736090993,-1.9358796117462322,A_current_phys005_res010,0.05,2,0.1,10.003676872912795,2.4815887610424436,0.0006985093742229091
narrow_centered,0.0007094060210613791,5.843716827597193,A_current_phys005_res010,0.05,3,0.1,14.034062764076324,2.002620504373962,0.0005031408822750627
narrow_centered,0.0006069815733079165,-13.852208889565347,A_current_phys005_res010,0.05,4,0.1,8.759676051327814,2.371539014510262,0.001039809603841576
narrow_centered,0.00048255933880015,2.017391050299042,A_current_phys005_res010,0.05,5,0.1,11.719457260673636,2.0263560421688593,0.0005848804937755583
narrow_centered,0.0007240045593926803,-9.065361713790264,A_current_phys005_res010,0.05,6,0.1,8.68558497526299,2.6849904504995767,0.001204367272560193
narrow_centered,0.0004976125634196471,-0.6866586203063203,A_current_phys005_res010,0.05,7,0.1,10.237361693964884,2.318158980696985,0.001171056964758798
narrow_centered,0.0006066141075120538,-7.322271484742397,A_current_phys005_res010,0.05,8,0.1,8.705857304951785,2.155203643521341,0.00046896271542491523
narrow_centered,0.0012510666853097565,5.247559663532466,A_current_phys005_res010,0.05,9,0.1,12.192985547657962,3.283798267208251,0.0012856531448650985
narrow_centered,0.0004246894459018818,-5.2657273615344105,A_current_phys005_res010,0.05,10,0.1,9.15642940678016,1.930066117209914,0.000648447689162998
narrow_centered,0.0005372970303997724,13.160554822343308,A_current_phys005_res010,0.05,11,0.1,17.160351072658443,2.3046675959045517,0.0008727438479761131
