case,clean_fit_mse,final_error_percent,model,n_points,run_idx,test_rel_rmse_percent,train_rel_rmse_percent,used_fit_mse
narrow_centered,0.0006381236306070684,7.32289096775126,PI-NODE-2state,8,13,16.829882587385708,2.614625161650794,0.0006705306085175886
narrow_centered,0.00030204573547191105,4.972575686136445,PI-NODE-2state,8,14,15.154976285797778,2.1636568984994637,0.0009241556906768816
narrow_centered,0.0004387993477737627,27.893082533682563,PI-NODE-2state,8,15,31.42826885870934,2.4074992346986432,0.00043400874991710616
narrow_centered,0.0011096470560673535,0.0925908171430129,PI-NODE-2state,8,16,12.465923174425862,3.609590447365422,0.0008033220281952486
narrow_centered,0.0007323869124064672,8.05614588174149,PI-NODE-2state,8,17,17.729777447701874,3.070744123498436,0.0006623177231048383
narrow_centered,0.0006774874719482322,-0.5690099831578088,PI-NODE-2state,8,18,13.409124846931045,3.310754057865479,0.00042986550524803875
narrow_centered,0.00026897858452386877,15.632714220389358,PI-NODE-2state,8,19,22.511487581244506,2.076598968328993,0.00064894709585941
slight_shift_full_beam,0.0004147874862530122,20.390984526711105,PI-NODE-2state,8,0,28.040455647838137,2.2698392419126057,0.00039060031004910776
slight_shift_full_beam,0.0009422308758503624,18.760492551660594,PI-NODE-2state,8,1,27.115754016219977,4.275712774457539,0.0007581514507753555
slight_shift_full_beam,0.00068340378081587,34.501000846809575,PI-NODE-2state,8,2,37.35502886337175,3.8595666772384547,0.0007062270137298585
slight_shift_full_beam,0.0015939776665519043,19.62855061110419,PI-NODE-2state,8,3,27.34678223441916,5.5776029337532655,0.002205249581839577
slight_shift_full_beam,0.0014336915845839225,16.69365775699151,PI-NODE-2state,8,4,25.605965594701587,5.71596551830803,0.0016041708977298388
slight_shift_full_beam,0.0012539463877122123,8.917747115129197,PI-NODE-2state,8,5,20.221724825989245,5.313719616330729,0.0011297799433549215
slight_shift_full_beam,0.0007629852991840803,-0.6908530024790597,PI-NODE-2state,8,6,16.886247794001378,4.388206177476986,0.000821007280811895
slight_shift_full_beam,0.00031171861283232167,17.00809961425666,PI-NODE-2state,8,7,26.707279861069377,2.9477854638957504,0.00023389833527955462
slight_shift_full_beam,0.000627040161470233,9.643291774779335,PI-NODE-2state,8,8,21.724600981306903,3.144417990833798,0.00018078259620559812
slight_shift_full_beam,0.0020328932124427713,43.34338615554111,PI-NODE-2state,8,9,44.2670792906745,6.603179689985532,0.0012851689749374144
slight_shift_full_beam,0.0004460438120423204,8.439500611607208,PI-NODE-2state,8,10,21.39921674407868,3.4619676678820883,0.0005890574540814349
slight_shift_full_beam,0.00019359767539631418,35.34438821271658,PI-NODE-2state,8,11,37.824082167181665,2.632867447515152,0.000277125649544326
slight_shift_full_beam,0.0013447039289013695,23.99849683371836,PI-NODE-2state,8,12,29.74089091789211,4.804698148665107,0.0018797116168962375
slight_shift_full_beam,0.0008563233377923042,15.07920173273978,PI-NODE-2state,8,13,21.13187820185968,3.9863816967484547,0.0013592530387385496
slight_shift_full_beam,0.0004794795662677368,16.145282252434153,PI-NODE-2state,8,14,25.430227609326433,3.5737884096319323,0.0003388824790376624
slight_shift_full_beam,0.0013942513845102097,22.03414030450895,PI-NODE-2state,8,15,30.310493516997095,4.982640579176498,0.001230359227638597
slight_shift_full_beam,0.0005937479160435062,32.73272523806375,PI-NODE-2state,8,16,37.23380012386492,3.7667173588432723,0.0004756571036038049
slight_shift_full_beam,0.0016837964954666599,13.537480460290446,PI-NODE-2state,8,17,25.172737282625686,5.17945247848985,0.0014109915899000898
slight_shift_full_beam,0.000226255733393364,29.608992093069826,PI-NODE-2state,8,18,36.3970631553617,1.823451759614319,0.00014716610853776442
slight_shift_full_beam,0.0020894467778939016,17.209370139189033,PI-NODE-2state,8,19,24.299387606687123,6.149190272783603,0.001640087643958343
strong_shift_full_beam,0.0004702599971974062,13.082964156885255,PI-NODE-2state,8,0,21.740267191751705,2.8411394101546477,0.0003085850068132543
strong_shift_full_beam,0.0003596476954449502,14.951484595875089,PI-NODE-2state,8,1,23.45641713805086,2.286166867025707,0.0011694622233907675
strong_shift_full_beam,0.0013935764334036043,2.953172504394373,PI-NODE-2state,8,2,15.303609308214128,4.235422762205237,0.0011594693064071757
strong_shift_full_beam,0.0015437432628972476,-3.376797641931072,PI-NODE-2state,8,3,12.977970896584464,4.871027928145443,0.0016403776863028522
strong_shift_full_beam,0.0018209335878361663,-9.682120905418786,PI-NODE-2state,8,4,11.887530095190423,6.000711663004684,0.0017997373949127822
strong_shift_full_beam,0.000990292423502243,23.327620208319228,PI-NODE-2state,8,5,28.101017042650266,4.002249571435568,0.0015900560123430947
strong_shift_full_beam,0.0008298935778822475,7.817739349149783,PI-NODE-2state,8,6,18.79116867301423,3.5688761097704256,0.0007824935196633599
strong_shift_full_beam,0.0004804176943110099,-3.849124549681788,PI-NODE-2state,8,7,13.063743420475507,3.2210858338658594,0.0003826594423224077
strong_shift_full_beam,0.00030981786854299934,11.387677669796055,PI-NODE-2state,8,8,20.95611959006794,2.3945517725563805,0.0006456386474394185
strong_shift_full_beam,0.0010760221631193525,14.102032811486914,PI-NODE-2state,8,9,22.573111473956473,4.2009705941287745,0.0016508683200423398
strong_shift_full_beam,0.001632294029541483,-7.503783083930239,PI-NODE-2state,8,10,12.006688464615166,4.95541706615358,0.0014446661163319372
strong_shift_full_beam,0.00024979700955712653,14.416818167461424,PI-NODE-2state,8,11,21.308761157808995,2.366496806974817,0.000845988586836707
strong_shift_full_beam,0.0024134554473137903,5.670240457350594,PI-NODE-2state,8,12,15.75635919672428,6.224087591642187,0.0021660485052317612
strong_shift_full_beam,0.0008380764338807129,6.161237241004789,PI-NODE-2state,8,13,17.311119352972796,3.4731296425518887,0.0006013329715497802
strong_shift_full_beam,0.0003888874373029961,22.354316459210448,PI-NODE-2state,8,14,28.944799515866343,2.4769053565746555,0.0005826557096482844
