case,clean_fit_mse,final_error_percent,model,run_idx,test_rel_rmse_percent,train_rel_rmse_percent,used_fit_mse
full_cover,0.0011449932135891405,-18.073279670588157,NODE-2state,4,14.968108021470176,3.829519885333609,0.0011080019801317678
full_cover,0.001712204569091168,56.0009349407992,NODE-2state,5,37.5948302192089,4.709547632949964,0.0014285189530007035
full_cover,0.0017560189551078388,-13.07730461151944,NODE-2state,6,13.914267845723138,4.890309569923203,0.001371012747103663
full_cover,0.002008337885104155,-10.178223999685398,NODE-2state,7,14.509789192862923,5.706924443336769,0.0023870323895811016
full_cover,0.0019150442658818795,5.558201430176168,NODE-2state,8,15.880860388060563,5.032595816142495,0.0019473756207677739
full_cover,0.0025161494809948903,-27.526715994854168,NODE-2state,9,20.822950117864096,6.086514700457208,0.0025744898129122827
full_cover,0.0024207987034742216,23.714670950456057,NODE-2state,10,17.855407252947646,5.835839475157251,0.002913578753555243
full_cover,0.0010912423863959346,8.395802613491872,NODE-2state,11,15.722832593803664,4.031860956317016,0.0013706964396550917
full_cover,0.0015984706691724766,30.298537781381487,NODE-2state,12,24.446046113011953,4.504633232613974,0.001550967061396431
full_cover,0.002421198155223005,-44.038381216191134,NODE-2state,13,30.530509195594576,5.8597600375664936,0.0028616665129573334
full_cover,0.0017709246601512571,4.598018677444024,NODE-2state,14,11.720192695234603,5.521866319319382,0.0019611287611702366
full_cover,0.0028039979271689314,-21.7901417535425,NODE-2state,15,16.814712214863377,6.261763520183161,0.0027641061997113587
full_cover,0.001306523520134328,12.556026437109534,NODE-2state,16,17.478930373952004,4.311489441004322,0.0012676880549499893
full_cover,0.0009207142446873735,2.7675185403778206,NODE-2state,17,12.957734918959963,3.68628861467743,0.0013409635026961394
full_cover,0.0018828100232338347,-0.7466128311765331,NODE-2state,18,11.775913209858611,5.17659604422157,0.0022986874936321245
full_cover,0.0019038443804418829,56.187565669976514,NODE-2state,19,44.353041461937714,5.3221980580414305,0.0016851178445474436
full_cover,0.0009372523105445375,10.824120076069844,PI-NODE-2state,0,20.161440535308923,3.5306198556654254,0.0012404837064832295
full_cover,0.0011349997349431509,15.56699613403064,PI-NODE-2state,1,22.750171514134596,3.8609512552548604,0.0011528934417944852
full_cover,0.0008309522680070451,12.935178536441834,PI-NODE-2state,2,23.108922735350706,2.895505169113432,0.0005724842508759128
full_cover,0.0008269876637360217,22.486149645097925,PI-NODE-2state,3,27.512542109399295,3.0479936282826094,0.001078689551142851
full_cover,0.0006841610120995303,5.425868842482616,PI-NODE-2state,4,19.5409673782367,2.7846320316778366,0.0005108834808998407
full_cover,0.0009599767002199755,30.889322740557557,PI-NODE-2state,5,32.22349084370912,3.3963743156968205,0.0007919087108694094
full_cover,0.0009199042472261134,5.780027084520621,PI-NODE-2state,6,14.408052745011812,3.432877408501083,0.0006471676772972564
full_cover,0.0006432475764478293,8.055601550287191,PI-NODE-2state,7,18.776014103629883,3.1018491957922785,0.0009453352612754965
full_cover,0.0006456139133293531,2.891188907420223,PI-NODE-2state,8,17.00909331170103,3.102296520196534,0.0007301427934741038
full_cover,0.0009625417015719517,12.987143586976575,PI-NODE-2state,9,22.142151111244356,3.542678145937078,0.0010991372911740023
full_cover,0.0005288820721770936,12.85486063951598,PI-NODE-2state,10,22.045134402558386,2.6190519164446915,0.0008829750386214544
full_cover,0.0003861024935600429,16.302465825534615,PI-NODE-2state,11,22.501718098536237,2.416452191726442,0.0005112241916824983
full_cover,0.000597424404198016,13.324796451556086,PI-NODE-2state,12,23.270584320578973,2.6149453134128318,0.0005835020278475492
full_cover,0.0012899245556089961,11.15976251121456,PI-NODE-2state,13,11.374237442871337,4.199671891589995,0.0016429668414112563
full_cover,0.0005444262138171289,9.078810852131525,PI-NODE-2state,14,20.510674961170185,2.7803096218419054,0.0007091937559956083
full_cover,0.000984280483578398,22.863936638023883,PI-NODE-2state,15,25.95302640040156,3.580732685613624,0.0010199867891036941
full_cover,0.0008175092059774555,19.96955530157652,PI-NODE-2state,16,20.000912235191503,3.0730697838045784,0.0008012338003583908
full_cover,0.000657096173665259,28.016046776489453,PI-NODE-2state,17,27.441120598513773,2.941996198879091,0.0009314410723908871
full_cover,0.0008086420267246494,9.101612265803512,PI-NODE-2state,18,17.630391669483537,3.3289065484879767,0.001270489436479492
full_cover,0.0009643213896115231,45.91119356373474,PI-NODE-2state,19,39.062470418002384,3.47364519449508,0.0009335587121530153
narrow_centered,0.002208410199268945,-29.678368129911753,ODE-2state,0,27.564700153849554,5.013277992692566,0.002708780925195632
narrow_centered,0.0007504792689877352,-25.018106178657273,ODE-2state,1,17.548976682362046,2.8643816215112006,0.0008059707174784027
narrow_centered,0.0007891653115316682,-28.7753992159006,ODE-2state,2,19.07575885554682,2.879793642591086,0.0007962104235006418
narrow_centered,0.000896861223321547,-25.391011331258706,ODE-2state,3,16.706083413429745,2.8914091672669704,0.0006933006531426764
